Date,Value
01/09/2005,0.034133228
01/10/2005,-0.029282433
01/11/2005,0.019916197
01/12/2005,0.036067193
01/01/2006,0.025183314
01/02/2006,0.005416419
01/03/2006,0.029888647
01/04/2006,0.009807866
01/05/2006,-0.049692067
01/06/2006,0.019148136
01/07/2006,0.016268369
01/08/2006,-0.0037447
01/09/2006,0.009261561
01/10/2006,0.028251308
01/11/2006,-0.013101268
01/12/2006,0.028435393
01/01/2007,-0.002845246
01/02/2007,-0.005094243
01/03/2007,0.0221178
01/04/2007,0.022384305
01/05/2007,0.026716461
01/06/2007,-0.002038844
01/07/2007,-0.037500538
01/08/2007,-0.008930723
01/09/2007,0.025938795
01/10/2007,0.039401296
01/11/2007,-0.043010607
01/12/2007,0.003793222
01/01/2008,-0.089377272
01/02/2008,0.000765332
01/03/2008,-0.030963702
01/04/2008,0.067554006
01/05/2008,-0.005552512
01/06/2008,-0.070636838
01/07/2008,-0.038038359
01/08/2008,0.041519651
01/09/2008,-0.130238102
01/10/2008,-0.107129056
01/11/2008,-0.02040066
01/12/2008,0.034095195
01/01/2009,-0.064182961
01/02/2009,-0.076995371
01/03/2009,0.025064619
01/04/2009,0.080894549
01/05/2009,0.041049014
01/06/2009,-0.038185498
01/07/2009,0.084533486
01/08/2009,0.065207015
01/09/2009,0.045835117
01/10/2009,-0.017394146
01/11/2009,0.028961681
01/12/2009,0.04280727
01/01/2010,-0.041456503
01/02/2010,0.031993833
01/03/2010,0.060715305
01/04/2010,-0.022237533
01/05/2010,-0.065708663
01/06/2010,-0.052328272
01/07/2010,0.069373
01/08/2010,-0.006238076
01/09/2010,0.061892347
01/10/2010,0.022816583
01/11/2010,-0.025884618
01/12/2010,0.06721779
01/01/2011,-0.006271293
01/02/2011,0.022360965
01/03/2011,-0.014214247
01/04/2011,0.027264436
01/05/2011,-0.013163298
01/06/2011,-0.007395627
01/07/2011,-0.021948634
01/08/2011,-0.07234492
01/09/2011,-0.049309482
01/10/2011,0.081056877
01/11/2011,-0.006998357
01/12/2011,0.012151688
01/01/2012,0.019614934
01/02/2012,0.033423666
01/03/2012,-0.017542366
01/04/2012,-0.005322041
01/05/2012,-0.072658496
01/06/2012,0.04704097
01/07/2012,0.01150553
01/08/2012,0.013521942
01/09/2012,0.005357629
01/10/2012,0.007070601
01/11/2012,0.014543311
01/12/2012,0.005283971
01/01/2013,0.064278224
01/02/2013,0.013366455
01/03/2013,0.0080022
01/04/2013,0.002869739
01/05/2013,0.023794342
01/06/2013,-0.055839968
01/07/2013,0.06525623
01/08/2013,-0.031444955
01/09/2013,0.007687675
01/10/2013,0.041657593
01/11/2013,-0.012003418
01/12/2013,0.014810694
01/01/2014,-0.035367707
01/02/2014,0.045972643
01/03/2014,-0.031029309
01/04/2014,0.027521839
01/05/2014,0.009513274
01/06/2014,-0.014697947
01/07/2014,-0.002046265
01/08/2014,0.013328139
01/09/2014,-0.028901084
01/10/2014,-0.01150591
01/11/2014,0.026899885
01/12/2014,-0.023279683
01/01/2015,0.027916084
01/02/2015,0.029232272
01/03/2015,-0.025004706
01/04/2015,0.027698228
01/05/2015,0.003419217
01/06/2015,-0.039215954
01/07/2015,0.02688235
01/08/2015,-0.06696234
01/09/2015,-0.029817988
01/10/2015,0.049409396
01/11/2015,-0.000786028
01/12/2015,-0.017904106
01/01/2016,-0.025391283
01/02/2016,0.002186182
01/03/2016,0.012760132
01/04/2016,0.010850378
01/05/2016,-0.00177832
01/06/2016,0.043894846
01/07/2016,0.033839168
01/08/2016,0.008491479
01/09/2016,0.017370759
01/10/2016,0.007957386
01/11/2016,-0.024503233
01/12/2016,0.052920194
01/01/2017,-0.006103994
01/02/2017,0.023129325
01/03/2017,0.008191756
01/04/2017,-0.016250393
01/05/2017,0.043879024
01/06/2017,-0.027566463
01/07/2017,0.008109153
01/08/2017,0.007949009
01/09/2017,-0.007778684
01/10/2017,0.016316772
01/11/2017,-0.022207084
01/12/2017,0.049285436
01/01/2018,-0.020057716
01/02/2018,-0.04004728
01/03/2018,-0.0242398
01/04/2018,0.064152666
01/05/2018,0.022492162
01/06/2018,-0.005378903
01/07/2018,0.01465253
01/08/2018,-0.040832117
01/09/2018,0.010467722
01/10/2018,-0.050877485
01/11/2018,-0.020748853
01/12/2018,-0.036116457
01/01/2019,0.035790164
01/02/2019,0.015181778
01/03/2019,0.028905819
01/04/2019,0.019095504
01/05/2019,-0.03457712
01/06/2019,0.036848778
01/07/2019,0.021708644
01/08/2019,-0.05003422
01/09/2019,0.027888777
01/10/2019,-0.021570731
01/11/2019,0.013534035
01/12/2019,0.026665746
01/01/2020,-0.033994472
01/02/2020,-0.03679661
